Search Query,Business Name,Rating,Review Count,Category,Phone Number,Website,Address,Google Maps URL,Scraped At
roofing contractors in Denver CO,Results,5.0,121,N/A,+1 720-550-3851,http://www.goinproconstruction.com/,"4136 Odessa St, Denver, CO 80249, United States","https://www.google.com/maps/place/Go+In+Pro+Construction/@39.6508796,-105.0282427,12z/data=!4m10!1m2!2m1!1sroofing+contractors+in+Denver+CO!3m6!1s0x876c6778c0168361:0x471b5593551402e5!8m2!3d39.7736493!4d-104.7388839!15sCiByb29maW5nIGNvbnRyYWN0b3JzIGluIERlbnZlciBDT1oiIiByb29maW5nIGNvbnRyYWN0b3JzIGluIGRlbnZlciBjb5IBEnJvb2ZpbmdfY29udHJhY3RvcpoBRENpOURRVWxSUVVOdlpFTm9kSGxqUmpsdlQya3hZV0Z1V2xWU01VRTFWMnBXU21Sc2NITmtiR013VFd0R1FsSlhZeEFC4AEA-gEECAAQSA!16s%2Fg%2F11rkb98slq?entry=ttu&g_ep=EgoyMDI2MDgyNi4wIKXMDSoASAFQAw%3D%3D",2026-08-31 16:12:53
dental clinic in Miami FL,Results,4.9,123,N/A,+1 305-373-7799,https://www.deroodeortho.com/,"175 SW 7th St STE 1408, Miami, FL 33130, United States","https://www.google.com/maps/place/deRoode+Orthodontics/@25.7722456,-80.2845244,12z/data=!4m10!1m3!2m2!1sdental+clinic+in+Miami+FL!6e1!3m5!1s0x88d9b685143b33fb:0x5f906061174189a3!8m2!3d25.7676197!4d-80.1968662!16s%2Fg%2F1thvhr63?entry=ttu&g_ep=EgoyMDI2MDgyNi4wIKXMDSoASAFQAw%3D%3D",2026-08-31 16:13:24
dental clinic in Miami FL,Results,5.0,351,N/A,+1 954-581-0120,https://semideydental.com/,"4800 SW 64th Ave #101, Davie, FL 33314, United States","https://www.google.com/maps/place/Semidey+Dental/@25.7722456,-80.2845244,12z/data=!4m10!1m3!2m2!1sdental+clinic+in+Miami+FL!6e1!3m5!1s0x88d9a9b4d9fc9b85:0x8855b0d65e3d9057!8m2!3d26.0606707!4d-80.2314618!16s%2Fg%2F1hc2lrvjl?entry=ttu&g_ep=EgoyMDI2MDgyNi4wIKXMDSoASAFQAw%3D%3D",2026-08-31 16:13:28
dental clinic in Miami FL,Results,4.9,925,N/A,+1 786-983-4812,https://www.relaxandsmile.com/?utm_source=GMB&utm_medium=organic&utm_campaign=DevOptimization&utm_content=Website,"271 NE 2nd St, Miami, FL 33132, United States","https://www.google.com/maps/place/Relax+and+Smile+Dental+Care/@26.060671,-80.3756576,12z/data=!3m1!5s0x88d9b69ef5af525b:0xec9c836f6a254e7f!4m11!1m3!2m2!1sdental+clinic+in+Miami+FL!6e1!3m6!1s0x88d9b69ef54365f1:0x9d56ac0453fc14e!8m2!3d25.7763227!4d-80.1887702!15sChlkZW50YWwgY2xpbmljIGluIE1pYW1pIEZMWhsiGWRlbnRhbCBjbGluaWMgaW4gbWlhbWkgZmySAQ1kZW50YWxfY2xpbmlj4AEA!16s%2Fg%2F1v8gcvld?entry=ttu&g_ep=EgoyMDI2MDgyNi4wIKXMDSoASAFQAw%3D%3D",2026-08-31 16:13:32
dental clinic in Miami FL,Results,4.4,336,N/A,+1 305-363-2222,http://www.csmiles.org/,"G, 750 NW 20th St #110, Miami, FL 33127, United States","https://www.google.com/maps/place/Community+Smiles+Dental+Clinic/@25.7763227,-80.3329658,12z/data=!3m1!5s0x88d9b6b795bf996b:0xabd0110e99c687b2!4m11!1m3!2m2!1sdental+clinic+in+Miami+FL!6e1!3m6!1s0x88d9b6b7a4ae147d:0xf5cb0f8812aee3a2!8m2!3d25.7944355!4d-80.2074813!15sChlkZW50YWwgY2xpbmljIGluIE1pYW1pIEZMWhsiGWRlbnRhbCBjbGluaWMgaW4gbWlhbWkgZmySAQ1kZW50YWxfY2xpbmljmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVExY1V0bVVYRjNSUkFC4AEA-gEFCPUBEEQ!16s%2Fg%2F1tfv1c1v?entry=ttu&g_ep=EgoyMDI2MDgyNi4wIKXMDSoASAFQAw%3D%3D",2026-08-31 16:13:37
dental clinic in Miami FL,Results,4.9,751,N/A,+1 229-508-0551,https://www.hqdontics.com/,"1060 Brickell Ave Suite 103/M2, Miami, FL 33131, United States","https://www.google.com/maps/place/Dentists+in+Brickell+-+HQ+Dontics+Dental+Centre/@25.7763227,-80.3329658,12z/data=!3m1!5s0x88d9b6839f73baf3:0xd69c257efcb5299b!4m11!1m3!2m2!1sdental+clinic+in+Miami+FL!6e1!3m6!1s0x88d9b683e08f74d1:0x9ddd6313d4fea484!8m2!3d25.7631375!4d-80.1917891!15sChlkZW50YWwgY2xpbmljIGluIE1pYW1pIEZMWhsiGWRlbnRhbCBjbGluaWMgaW4gbWlhbWkgZmySAQdkZW50aXN04AEA!16s%2Fg%2F1tlbpyyw?entry=ttu&g_ep=EgoyMDI2MDgyNi4wIKXMDSoASAFQAw%3D%3D",2026-08-31 16:13:42
dental clinic in Miami FL,Results,4.8,368,N/A,+1 305-285-5150,http://www.onedentalmiami.com/,"1330 Coral Wy #100, Miami, FL 33145, United States","https://www.google.com/maps/place/ONE+Dental+Miami/@25.7763227,-80.3329658,12z/data=!4m11!1m3!2m2!1sdental+clinic+in+Miami+FL!6e1!3m6!1s0x88d9b65bbc36ea39:0xb1d41cbb8594799d!8m2!3d25.750765!4d-80.2170019!15sChlkZW50YWwgY2xpbmljIGluIE1pYW1pIEZMWhsiGWRlbnRhbCBjbGluaWMgaW4gbWlhbWkgZmySAQdkZW50aXN0mgEgQ2hSRFNVaE5NRzluUzBWSlEwRm5TVU15TlhKRlNSQULgAQD6AQUI5QEQSw!16s%2Fg%2F1td2hq9w?entry=ttu&g_ep=EgoyMDI2MDgyNi4wIKXMDSoASAFQAw%3D%3D",2026-08-31 16:13:47
dental clinic in Miami FL,Results,4.8,853,N/A,+1 305-372-1020,http://ultrasmilemiami.com/,"168 SE 1st St, Miami, FL 33131, United States","https://www.google.com/maps/place/Ultra+Smile+Miami/@25.7763227,-80.3329658,12z/data=!3m1!5s0x88d9b2477fa3dd2f:0x898d56ee2d815048!4m11!1m3!2m2!1sdental+clinic+in+Miami+FL!6e1!3m6!1s0x88d9b69c33e8f9cd:0x7f7cb0b51a9c61d4!8m2!3d25.7733032!4d-80.1905185!15sChlkZW50YWwgY2xpbmljIGluIE1pYW1pIEZMWhsiGWRlbnRhbCBjbGluaWMgaW4gbWlhbWkgZmySAQ1kZW50YWxfY2xpbmlj4AEA!16s%2Fg%2F1pp2tkgqh?entry=ttu&g_ep=EgoyMDI2MDgyNi4wIKXMDSoASAFQAw%3D%3D",2026-08-31 16:13:51
dental clinic in Miami FL,Results,4.9,47,N/A,+1 305-649-9443,http://newdentalcaremiami.com/,"1250 SW 27th Ave #203, Miami, FL 33135, United States","https://www.google.com/maps/place/New+Dental+Care/@25.7763227,-80.3329658,12z/data=!4m11!1m3!2m2!1sdental+clinic+in+Miami+FL!6e1!3m6!1s0x88d9b789b5e4db4f:0xefb4d834644cfc9f!8m2!3d25.7607982!4d-80.2389433!15sChlkZW50YWwgY2xpbmljIGluIE1pYW1pIEZMkgENZGVudGFsX2NsaW5pY-ABAA!16s%2Fg%2F11n84bjwz4?entry=ttu&g_ep=EgoyMDI2MDgyNi4wIKXMDSoASAFQAw%3D%3D",2026-08-31 16:13:56
dental clinic in Miami FL,Results,4.6,335,N/A,+1 305-614-4423,https://downtownmiamidentalcare.com/?gad_source=1&gbraid=0AAAAApWqt99gs1_0sJjMrln30HGh59R9C&gclid=CjwKCAiA2JG9BhAuEiwAH_zf3g2DWF_ARANmOC_MXmFhh_VC9i55l9Ne7GU6y9LxjmUvfWlY5PSsvBoCRKwQAvD_BwE%23app&utm_source=ig&utm_medium=social&utm_content=link_in_bio&fbclid=PAZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMjU2MjgxMDQwNTU4AAGnst3w4Nccp2ihsPcR0fNJT9foJ0-Z6dJuDB8jzzM31h2ldxfmSQxBYsUx9HE_aem_X2TRe3zrDjVD4Qe6GPhMxw,"65 SE 9th St, Miami, FL 33131, United States","https://www.google.com/maps/place/Brickell+Dental+Care/@25.7763227,-80.3329658,12z/data=!3m1!5s0x88d9b68383186ec3:0x8246b41e320d3392!4m11!1m3!2m2!1sdental+clinic+in+Miami+FL!6e1!3m6!1s0x88d9b7e9b530d8e5:0x58d2c00a94dd3312!8m2!3d25.7655623!4d-80.1925394!15sChlkZW50YWwgY2xpbmljIGluIE1pYW1pIEZMWhsiGWRlbnRhbCBjbGluaWMgaW4gbWlhbWkgZmySAQdkZW50aXN0mgEjQ2haRFNVaE5NRzluUzBWTFdIazJUWEpSTUU1MVIyRlJFQUXgAQD6AQQIUBBA!16s%2Fg%2F11fwhjjxhc?entry=ttu&g_ep=EgoyMDI2MDgyNi4wIKXMDSoASAFQAw%3D%3D",2026-08-31 16:14:00
dental clinic in Miami FL,Results,4.8,2202,N/A,+1 305-457-6294,https://miamibayoralhealth.com/,"111 NW 8th St, Miami, FL 33136, United States","https://www.google.com/maps/place/Miami+Bay+Oral+Health/@25.7763227,-80.3329658,12z/data=!4m11!1m3!2m2!1sdental+clinic+in+Miami+FL!6e1!3m6!1s0x88d9b69df368a3bd:0x45df1efaa4161797!8m2!3d25.7819093!4d-80.1966355!15sChlkZW50YWwgY2xpbmljIGluIE1pYW1pIEZMWhsiGWRlbnRhbCBjbGluaWMgaW4gbWlhbWkgZmySAQ1kZW50YWxfY2xpbmlj4AEA!16s%2Fg%2F11g6rxhj67?entry=ttu&g_ep=EgoyMDI2MDgyNi4wIKXMDSoASAFQAw%3D%3D",2026-08-31 16:14:05
dental clinic in Miami FL,Results,4.9,311,N/A,+1 305-642-8499,https://superdentistmiami.com/,"1660 SW 1st St, Miami, FL 33135, United States","https://www.google.com/maps/place/Super+Dentist+Miami/@25.7763227,-80.3329658,12z/data=!4m11!1m3!2m2!1sdental+clinic+in+Miami+FL!6e1!3m6!1s0x88d9b779214c24c3:0x6e6ef68f68a7a858!8m2!3d25.772276!4d-80.2223229!15sChlkZW50YWwgY2xpbmljIGluIE1pYW1pIEZMWhsiGWRlbnRhbCBjbGluaWMgaW4gbWlhbWkgZmySAQdkZW50aXN0mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVI0YVZwTGRrOTNFQUXgAQD6AQQIABAn!16s%2Fg%2F11kg5mrtnl?entry=ttu&g_ep=EgoyMDI2MDgyNi4wIKXMDSoASAFQAw%3D%3D",2026-08-31 16:14:09
dental clinic in Miami FL,Results,5.0,1018,N/A,+1 305-642-4142,https://alfonsodental305.com/,"351 NW 42nd Ave Ste 402, Miami, FL 33126, United States","https://www.google.com/maps/place/Alfonso+Dental+Miami/@25.7763227,-80.3329658,12z/data=!4m11!1m3!2m2!1sdental+clinic+in+Miami+FL!6e1!3m6!1s0x88d9bf5b1c1e393b:0xd8b2b496e8617948!8m2!3d25.775533!4d-80.2635993!15sChlkZW50YWwgY2xpbmljIGluIE1pYW1pIEZMWhsiGWRlbnRhbCBjbGluaWMgaW4gbWlhbWkgZmySAQdkZW50aXN04AEA!16s%2Fg%2F1xcbqf39?entry=ttu&g_ep=EgoyMDI2MDgyNi4wIKXMDSoASAFQAw%3D%3D",2026-08-31 16:14:13
dental clinic in Miami FL,Results,4.9,542,N/A,+1 305-530-1866,https://www.bayfrontdental.com/,"224 SE 1st St, Miami, FL 33131, United States","https://www.google.com/maps/place/Bayfront+Dental+-+Dr.+Taylor+Light/@25.775533,-80.4077949,12z/data=!3m1!5s0x88d9b69dca25108b:0x3cea3284562b090e!4m11!1m3!2m2!1sdental+clinic+in+Miami+FL!6e1!3m6!1s0x88d9b69dc92efc5d:0xa82914eb8b459130!8m2!3d25.7733485!4d-80.1896807!15sChlkZW50YWwgY2xpbmljIGluIE1pYW1pIEZMWhsiGWRlbnRhbCBjbGluaWMgaW4gbWlhbWkgZmySAQdkZW50aXN0mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVE1T1ZwSFQwSkJFQUXgAQD6AQUI4wMQNA!16s%2Fg%2F11b6t1nq3b?entry=ttu&g_ep=EgoyMDI2MDgyNi4wIKXMDSoASAFQAw%3D%3D",2026-08-31 16:14:18
dental clinic in Miami FL,Results,4.8,204,N/A,+1 305-642-6330,http://bestdentalcareplus.com/,"1673 SW 27th Ave, Miami, FL 33145, United States","https://www.google.com/maps/place/Best+Dental+Care/@25.7733485,-80.3338763,12z/data=!4m11!1m3!2m2!1sdental+clinic+in+Miami+FL!6e1!3m6!1s0x88d9b7a96534fe4b:0xc716d688579e562f!8m2!3d25.7564436!4d-80.2383064!15sChlkZW50YWwgY2xpbmljIGluIE1pYW1pIEZMWhsiGWRlbnRhbCBjbGluaWMgaW4gbWlhbWkgZmySAQdkZW50aXN04AEA!16s%2Fg%2F11c2kz8p_c?entry=ttu&g_ep=EgoyMDI2MDgyNi4wIKXMDSoASAFQAw%3D%3D",2026-08-31 16:14:23
dental clinic in Miami FL,Results,4.9,90,N/A,+1 305-554-4304,https://www.flaglerdentalclinic.com/,"11373 W Flagler St Suite 214, Miami, FL 33174, United States","https://www.google.com/maps/place/Flagler+Dental+Clinic+of+Miami+Inc/@25.7733485,-80.3338763,12z/data=!4m11!1m3!2m2!1sdental+clinic+in+Miami+FL!6e1!3m6!1s0x88d9bf27e8a3cdc7:0xa17a3999b152e2c2!8m2!3d25.7685416!4d-80.3802787!15sChlkZW50YWwgY2xpbmljIGluIE1pYW1pIEZMWhsiGWRlbnRhbCBjbGluaWMgaW4gbWlhbWkgZmySAQdkZW50aXN0mgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDJ0V2VsUXlSa0pQUlhSTFdtdFdSVlF3V2xwVlJrRjNZVEF4Tm1SdFl4QULgAQD6AQQIABBG!16s%2Fg%2F1tf48z3b?entry=ttu&g_ep=EgoyMDI2MDgyNi4wIKXMDSoASAFQAw%3D%3D",2026-08-31 16:14:28
dental clinic in Miami FL,Results,5.0,37,N/A,+1 786-696-8001,https://dentalcarem.com/,"2772 NW 7th St, Miami, FL 33125, United States","https://www.google.com/maps/place/Dental+Care+of+South+Florida+Inc./@25.7685416,-80.5244743,12z/data=!4m11!1m3!2m2!1sdental+clinic+in+Miami+FL!6e1!3m6!1s0x88d9b757ad048f67:0xece4cc35c1e30ff8!8m2!3d25.7791623!4d-80.2410683!15sChlkZW50YWwgY2xpbmljIGluIE1pYW1pIEZMkgEHZGVudGlzdOABAA!16s%2Fg%2F11mlvl_rf0?entry=ttu&g_ep=EgoyMDI2MDgyNi4wIKXMDSoASAFQAw%3D%3D",2026-08-31 16:14:31
dental clinic in Miami FL,Results,5.0,387,N/A,+1 305-324-6312,https://www.mydentalcentermiami.com/,"763 W Flagler St, Miami, FL 33130, United States","https://www.google.com/maps/place/West+Brickell+Dental/@25.7791623,-80.3852639,12z/data=!4m11!1m3!2m2!1sdental+clinic+in+Miami+FL!6e1!3m6!1s0x88d9b70c1681799f:0xf2f80009e1fa5f21!8m2!3d25.7739536!4d-80.2072616!15sChlkZW50YWwgY2xpbmljIGluIE1pYW1pIEZMWhsiGWRlbnRhbCBjbGluaWMgaW4gbWlhbWkgZmySAQdkZW50aXN04AEA!16s%2Fg%2F11pkq65cc5?entry=ttu&g_ep=EgoyMDI2MDgyNi4wIKXMDSoASAFQAw%3D%3D",2026-08-31 16:14:36
dental clinic in Miami FL,Results,4.9,404,N/A,+1 305-371-6064,https://miamidental.net/,"150 SE 2nd Ave STE 604, Miami, FL 33131, United States","https://www.google.com/maps/place/All+Smiles+Dentistry+Miami/@25.7791623,-80.3852639,12z/data=!4m11!1m3!2m2!1sdental+clinic+in+Miami+FL!6e1!3m6!1s0x88d9c0502890d791:0x441c202424cfa0a5!8m2!3d25.7729969!4d-80.1903322!15sChlkZW50YWwgY2xpbmljIGluIE1pYW1pIEZMWhsiGWRlbnRhbCBjbGluaWMgaW4gbWlhbWkgZmySAQdkZW50aXN04AEA!16s%2Fg%2F1tdf24s6?entry=ttu&g_ep=EgoyMDI2MDgyNi4wIKXMDSoASAFQAw%3D%3D",2026-08-31 16:14:39
dental clinic in Miami FL,Results,4.9,212,N/A,+1 786-409-2233,https://dentalprogres.com/,"477 NW 27th Ave, Miami, FL 33125, United States","https://www.google.com/maps/place/Dental+Progress/@25.7791623,-80.3852639,12z/data=!3m1!5s0x88d9b71be1c97af1:0x194f6b187c7f0060!4m11!1m3!2m2!1sdental+clinic+in+Miami+FL!6e1!3m6!1s0x88d9b7512fba2ddd:0x6a740e38cff20b85!8m2!3d25.777563!4d-80.2388839!15sChlkZW50YWwgY2xpbmljIGluIE1pYW1pIEZMWhsiGWRlbnRhbCBjbGluaWMgaW4gbWlhbWkgZmySAQ1kZW50YWxfY2xpbmljmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU5xYzA1eFprcEJFQUXgAQD6AQQIeRBD!16s%2Fg%2F11h3kzvl6t?entry=ttu&g_ep=EgoyMDI2MDgyNi4wIKXMDSoASAFQAw%3D%3D",2026-08-31 16:14:44
dental clinic in Miami FL,Results,4.5,399,N/A,+1 305-541-5103,https://www.payadental.com/,"2143 NW 7th St, Miami, FL 33125, United States","https://www.google.com/maps/place/Paya+Dental+-+Dental+Clinic+%26+Implants+Miami/@25.7791623,-80.3852639,12z/data=!4m11!1m3!2m2!1sdental+clinic+in+Miami+FL!6e1!3m6!1s0x88d9b6e1b22df42d:0xcac7066ffd661c8d!8m2!3d25.7798466!4d-80.2302907!15sChlkZW50YWwgY2xpbmljIGluIE1pYW1pIEZMWhsiGWRlbnRhbCBjbGluaWMgaW4gbWlhbWkgZmySAQdkZW50aXN04AEA!16s%2Fg%2F1tf325kn?entry=ttu&g_ep=EgoyMDI2MDgyNi4wIKXMDSoASAFQAw%3D%3D",2026-08-31 16:14:48
dental clinic in Miami FL,Results,4.9,489,N/A,+1 305-912-0186,https://drramonbana.com/?utm_source=GMBlisting&utm_medium=organic&utm_campaign=gmb,"2461 Coral Wy, Miami, FL 33145, United States","https://www.google.com/maps/place/Miami+Sedation+%26+Cosmetic+Dentistry/@25.7791623,-80.3852639,12z/data=!3m1!5s0x88d9b7adae37b583:0x502df71ef45764db!4m11!1m3!2m2!1sdental+clinic+in+Miami+FL!6e1!3m6!1s0x88d9b7adae5143f7:0x9e6a7e6840661f3b!8m2!3d25.7506671!4d-80.2355426!15sChlkZW50YWwgY2xpbmljIGluIE1pYW1pIEZMWhsiGWRlbnRhbCBjbGluaWMgaW4gbWlhbWkgZmySARBjb3NtZXRpY19kZW50aXN04AEA!16s%2Fg%2F1ty751md?entry=ttu&g_ep=EgoyMDI2MDgyNi4wIKXMDSoASAFQAw%3D%3D",2026-08-31 16:14:53
dental clinic in Miami FL,Results,4.8,492,N/A,+1 305-529-9295,http://www.gablesfamily.com/,"2990 Coral Wy, Miami, FL 33145, United States","https://www.google.com/maps/place/Gables+Family+Dental/@25.7791623,-80.3852639,12z/data=!4m11!1m3!2m2!1sdental+clinic+in+Miami+FL!6e1!3m6!1s0x88d9b7afeb2d16b7:0x55205682657965ec!8m2!3d25.7500556!4d-80.2421572!15sChlkZW50YWwgY2xpbmljIGluIE1pYW1pIEZMWhsiGWRlbnRhbCBjbGluaWMgaW4gbWlhbWkgZmySAQdkZW50aXN0mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5UVU5SYlZsMU5EQm5SUkFC4AEA-gEFCJ4BED4!16s%2Fg%2F1twy_bxb?entry=ttu&g_ep=EgoyMDI2MDgyNi4wIKXMDSoASAFQAw%3D%3D",2026-08-31 16:14:57
dental clinic in Miami FL,Results,5.0,13,N/A,+1 786-206-6200,https://www.nuedentalclinic.com/,"13509 Biscayne Blvd, North Miami Beach, FL 33181, United States","https://www.google.com/maps/place/Nue+Dental+Clinic/@25.7791623,-80.3852639,12z/data=!4m10!1m3!2m2!1sdental+clinic+in+Miami+FL!6e1!3m5!1s0x88d9adbd9c26e529:0x13d91dab58b05f4b!8m2!3d25.9004627!4d-80.1599312!16s%2Fg%2F11myv53nyl?entry=ttu&g_ep=EgoyMDI2MDgyNi4wIKXMDSoASAFQAw%3D%3D",2026-08-31 16:15:01
dental clinic in Miami FL,Results,4.9,123,N/A,+1 305-373-7799,https://www.deroodeortho.com/,"175 SW 7th St STE 1408, Miami, FL 33130, United States","https://www.google.com/maps/place/deRoode+Orthodontics/@25.900463,-80.3041266,12z/data=!4m10!1m3!2m2!1sdental+clinic+in+Miami+FL!6e1!3m5!1s0x88d9b685143b33fb:0x5f906061174189a3!8m2!3d25.7676197!4d-80.1968662!16s%2Fg%2F1thvhr63?entry=ttu&g_ep=EgoyMDI2MDgyNi4wIKXMDSoASAFQAw%3D%3D",2026-08-31 16:15:06
dental clinic in Miami FL,Results,5.0,1018,N/A,+1 305-642-4142,https://alfonsodental305.com/,"351 NW 42nd Ave Ste 402, Miami, FL 33126, United States","https://www.google.com/maps/place/Alfonso+Dental+Miami/@25.76762,-80.3410616,12z/data=!4m11!1m3!2m2!1sdental+clinic+in+Miami+FL!6e1!3m6!1s0x88d9bf5b1c1e393b:0xd8b2b496e8617948!8m2!3d25.775533!4d-80.2635993!15sChlkZW50YWwgY2xpbmljIGluIE1pYW1pIEZMWhsiGWRlbnRhbCBjbGluaWMgaW4gbWlhbWkgZmySAQdkZW50aXN04AEA!16s%2Fg%2F1xcbqf39?entry=ttu&g_ep=EgoyMDI2MDgyNi4wIKXMDSoASAFQAw%3D%3D",2026-08-31 16:15:10
